viral,prob_False,prob_True
False,0.9896486998,0.0103513021
False,0.9987823367,0.0012176674
False,0.9987823367,0.0012176674
False,0.8644123673,0.1355876476
False,0.9995061159,0.0004938792
False,0.9957081676,0.0042918329
False,0.9994649291,0.0005350673
False,0.9994649291,0.0005350673
False,0.9987644553,0.0012355288
False,0.5947909355,0.4052090645
False,0.8141931891,0.1858068109
False,0.9196898341,0.0803101808
True,0.0087543186,0.991245687
False,0.9682773352,0.0317226425
False,0.9529309869,0.0470690392
False,0.8939600587,0.1060399264
False,0.991545558,0.0084544709
False,0.991174221,0.0088257873
False,0.9992979169,0.0007021072
False,0.9989134073,0.0010865704
False,0.802480638,0.1975193769
False,0.9914594889,0.0085404851
False,0.5847665071,0.4152334929
False,0.9907346368,0.0092653707
True,0.4123615623,0.5876384377
False,0.9874557257,0.0125442762
False,0.9885708094,0.0114292009
False,0.961730361,0.0382696353
False,0.9942094088,0.0057905749
False,0.9929662347,0.0070337784
False,0.9914363623,0.0085636135
False,0.7577785254,0.2422214895
False,0.9912492037,0.0087507796
False,0.7832330465,0.2167669535
False,0.8935933113,0.1064066961
False,0.9914309382,0.0085690431
False,0.994772017,0.0052279569
False,0.9917430282,0.0082569448
False,0.9827113748,0.0172886401
False,0.9888913631,0.0111086331
False,0.9873158336,0.0126841702
False,0.9901437759,0.0098562147
False,0.9891569614,0.0108430376
False,0.9890740514,0.0109259561
False,0.9320683479,0.0679316744
False,0.7743524313,0.2256475538
False,0.9919563532,0.0080436449
False,0.9992718697,0.0007281232
False,0.9916664362,0.0083335545
False,0.8648492694,0.1351507604
False,0.9908104539,0.0091895331
False,0.6429985762,0.3570014238
False,0.9894041419,0.0105958711
False,0.9867901802,0.0132098207
False,0.9910864234,0.0089135971
False,0.9959079623,0.0040920437
False,0.9992799163,0.000720111
False,0.988758862,0.0112411641
False,0.9914502501,0.0085497703
False,0.9874349833,0.0125650289
False,0.9994614124,0.0005385652
False,0.9993240237,0.0006760041
True,0.2348212004,0.7651787996
False,0.9958179593,0.0041820593
False,0.9602161646,0.0397838317
True,0.3119598925,0.6880400777
False,0.9207519889,0.0792479813
False,0.8450125456,0.1549874842
False,0.9994441271,0.0005558966
False,0.9885891676,0.011410824
True,0.3240072131,0.6759927869
False,0.9987277389,0.0012722582
False,0.9610276818,0.0389723368
False,0.9766819477,0.0233180784
False,0.9899804592,0.0100195287
False,0.9994480014,0.0005519942
False,0.9991650581,0.0008349644
False,0.999037385,0.0009625857
False,0.9742762446,0.0257237628
False,0.9913368225,0.0086631617
False,0.9950812459,0.0049187806
False,0.9921173453,0.0078826593
False,0.9533822536,0.0466177501
False,0.9887313247,0.0112686986
False,0.9986352921,0.0013646802
False,0.9902065992,0.0097933915
False,0.9910196662,0.0089803152
False,0.8530558348,0.1469441652
False,0.9994579554,0.0005420248
False,0.998993516,0.0010065037
False,0.7975270748,0.2024729103
False,0.9874557257,0.0125442762
False,0.988071382,0.0119286217
False,0.969872117,0.0301278923
False,0.9899474382,0.0100525571
False,0.9757937789,0.0242062192
False,0.9990890622,0.0009109601
False,0.9872688651,0.0127311395
False,0.9573178887,0.0426821001
False,0.9981079102,0.0018920877
False,0.9772841334,0.0227158591
False,0.998642087,0.0013578879
False,0.8443900347,0.1556099653
False,0.9915358424,0.0084641818
False,0.9912473559,0.0087526226
False,0.9590337873,0.0409662202
False,0.812041223,0.1879587919
False,0.9994211197,0.0005788877
False,0.9993859529,0.0006140491
False,0.9919316769,0.0080683008
False,0.9919136167,0.0080863945
False,0.9914664626,0.0085335113
False,0.9994111657,0.000588818
False,0.9976635575,0.0023364138
False,0.9975067973,0.0024931768
False,0.9975067973,0.0024931768
False,0.9975067973,0.0024931768
False,0.9975067973,0.0024931768
False,0.9965811968,0.0034188111
False,0.995631218,0.0043687602
False,0.9994211197,0.0005788877
False,0.9899551272,0.0100448681
False,0.9078529477,0.0921470299
False,0.9903544784,0.009645531
False,0.9902877212,0.0097122835
False,0.9976553321,0.0023446968
False,0.9916011095,0.0083988663
False,0.9994111657,0.000588818
False,0.9721328616,0.027867116
False,0.9904356003,0.0095643718
False,0.9978780746,0.0021219391
False,0.9987370968,0.0012628897
False,0.9876707792,0.0123292301
False,0.9919922352,0.0080077369
False,0.9973418117,0.0026581658
False,0.9991703629,0.0008296436
False,0.988827467,0.0111725414
False,0.9873542786,0.0126457056
False,0.9983814955,0.0016184903
False,0.9975969791,0.0024030015
False,0.9994111657,0.000588818
False,0.9553468227,0.0446531884
False,0.9871435165,0.0128565123
False,0.9898722768,0.0101277158
False,0.9856729507,0.0143270399
False,0.999138236,0.0008617648
False,0.9975469112,0.0024530906
False,0.9776166677,0.0223833434
False,0.9995052814,0.0004947148
True,0.2866609693,0.7133390307
False,0.9956102967,0.0043897326
False,0.864151299,0.1358486861
False,0.9260750413,0.0739249885
False,0.9980999827,0.0019000302
False,0.9883262515,0.0116737643
False,0.9982408285,0.0017591747
False,0.9992421269,0.0007578744
False,0.92575109,0.0742489174
False,0.9894245863,0.0105754407
False,0.9747082591,0.0252917204
False,0.9926689267,0.0073310649
False,0.9902872443,0.0097127566
False,0.9857565165,0.0142434612
False,0.9921696782,0.0078303404
False,0.9736142755,0.0263857115
False,0.9921423793,0.0078576077
False,0.9879559278,0.0120440694
False,0.9876743555,0.0123256519
False,0.9768981338,0.0231018811
False,0.9932866693,0.0067133526
False,0.8775169849,0.1224829927
True,0.213960439,0.7860395908
False,0.9987151027,0.0012849043
False,0.9993154407,0.0006845403
False,0.9994320273,0.0005679673
False,0.987126708,0.0128733134
False,0.9986556172,0.0013444073
False,0.9993744493,0.0006255552
False,0.9979910254,0.002008948
False,0.9921963215,0.0078036622
True,0.2434404343,0.7565595508
True,0.1052347198,0.8947652578
False,0.9892341495,0.0107658636
False,0.9881744981,0.0118254768
False,0.9987620711,0.0012379189
False,0.9866175056,0.0133825066
False,0.9904184341,0.0095815882
True,0.3507614136,0.6492385864
False,0.9896512032,0.0103488099
False,0.9914876223,0.0085123638
False,0.5152775645,0.4847224057
False,0.971383214,0.0286168139
False,0.997533381,0.0024666325
False,0.9895424247,0.0104575986
False,0.9884217381,0.011578246
False,0.9992191195,0.0007809092
False,0.7006323934,0.2993675768
False,0.992377162,0.0076228278
False,0.9888138175,0.0111861937
False,0.6510343552,0.3489656746
False,0.9890898466,0.0109101366
False,0.9983410835,0.001658906
False,0.9868422151,0.0131578073
False,0.5388050675,0.4611949027
False,0.9958482981,0.0041516754
False,0.9570130706,0.0429869108
False,0.9869872928,0.0130126858
False,0.9991844893,0.0008154873
False,0.9991844893,0.0008154873
False,0.9991844893,0.0008154873
False,0.9893216491,0.0106783584
False,0.9958717227,0.0041282768
False,0.9985187054,0.0014813081
False,0.9988422394,0.0011577737
False,0.9993744493,0.0006255552
False,0.9748619199,0.0251380969
False,0.9635471106,0.0364528634
True,0.3713041246,0.6286958456
False,0.9987799525,0.0012200223
False,0.9532792568,0.0467207693
False,0.9994210005,0.0005790215
False,0.9897418618,0.0102581196
False,0.9161951542,0.0838048309
False,0.9975825548,0.0024174217
False,0.9994431734,0.0005568549
False,0.9935821891,0.006417816
False,0.9993033409,0.0006966595
False,0.9992973804,0.0007026136
False,0.9980564713,0.0019435544
False,0.9992220402,0.0007779371
False,0.7807648182,0.2192351818
False,0.9895147681,0.0104852496
False,0.9842558503,0.0157441385
False,0.9993571043,0.0006429197
False,0.999473393,0.0005265925
False,0.9919934273,0.0080065755
False,0.9925192595,0.0074807522
False,0.9993059039,0.000694111
False,0.9993059039,0.000694111
False,0.9976075292,0.0023924811
False,0.9977248907,0.0022751298
False,0.9992433786,0.0007566141
False,0.9992433786,0.0007566141
False,0.999276042,0.0007239753
False,0.9915708899,0.0084290989
False,0.9979687333,0.0020312709
False,0.9983595014,0.00164049
False,0.9910337329,0.0089662885
False,0.9893689752,0.0106310276
False,0.9986138344,0.0013861951
False,0.9992603064,0.0007396811
False,0.988940239,0.0110597601
False,0.999343276,0.0006567162
False,0.9990649819,0.0009350159
False,0.9828321338,0.0171678867
False,0.9992483854,0.0007515942
False,0.9994194508,0.0005805623
False,0.9993860722,0.0006139184
False,0.9877358675,0.0122641204
False,0.9993638396,0.0006361849
False,0.9983375072,0.0016624847
False,0.9897027612,0.0102972174
False,0.9892882705,0.01071171
False,0.9801105857,0.0198894404
False,0.9911344647,0.0088655073
False,0.9967743158,0.0032256937
False,0.9980339408,0.0019660755
False,0.992959559,0.0070404303
False,0.8767756224,0.1232243702
False,0.9994863868,0.0005136181
False,0.9983978868,0.0016021061
False,0.5285655856,0.4714343846
False,0.9602322578,0.0397677384
True,0.007982159,0.9920178652
True,0.2407215089,0.7592784762
False,0.9909747243,0.0090252897
False,0.7803102136,0.2196897566
False,0.9862089753,0.0137910042
False,0.9818719625,0.0181280524
False,0.9910580516,0.0089419466
False,0.9926281571,0.0073718624
False,0.999157846,0.0008421298
False,0.9910587072,0.0089413011
False,0.9902402759,0.0097596981
False,0.9909825325,0.00901746
True,0.0024038462,0.9975961447
False,0.9890195131,0.0109805046
False,0.9827234149,0.0172765907
False,0.9385364056,0.0614635646
False,0.9290712476,0.0709287822
False,0.9906573892,0.0093426388
False,0.9912258387,0.0087741585
False,0.9615565538,0.0384434275
False,0.9910702705,0.0089297118
False,0.9977600574,0.0022399665
False,0.9928112626,0.0071887108
False,0.9874501228,0.0125498893
False,0.9867357612,0.0132642565
False,0.9900819063,0.0099181058
False,0.9918029904,0.0081970124
False,0.9990416169,0.0009583895
False,0.9576367736,0.0423632488
False,0.9885844588,0.0114155496
False,0.9061393142,0.0938606858
False,0.9911788702,0.0088211522
False,0.963680923,0.0363190882
False,0.9991651773,0.0008347933
False,0.9975116253,0.002488391
False,0.9886701703,0.0113298418
False,0.9939879775,0.0060120476
False,0.9869709015,0.0130290715
False,0.9990820289,0.0009179526
False,0.9989392757,0.0010607513
False,0.9885294437,0.0114705544
False,0.9872217178,0.0127782905
False,0.99926126,0.0007387249
False,0.9992353916,0.0007645798
False,0.9990728498,0.0009271383
True,0.0265394449,0.9734605551
True,0.0153140584,0.9846859574
False,0.9969240427,0.0030759806
False,0.9888498187,0.0111501664
False,0.9947807789,0.0052192281
False,0.9409870505,0.0590129681
False,0.9965981841,0.0034018278
False,0.9992083311,0.0007916396
True,0.4857026041,0.5142973661
False,0.9902583957,0.0097416053
False,0.9994380474,0.0005619563
False,0.6571608186,0.3428391814
False,0.9917520881,0.0082478989
False,0.9975791574,0.0024208343
False,0.9873875976,0.0126123875
False,0.9792051315,0.0207948517
False,0.9874871373,0.012512845
False,0.9994863868,0.0005136181
False,0.9989740252,0.0010259571
False,0.8391241431,0.1608758569
False,0.9914352298,0.0085647954
False,0.7885281444,0.2114718705
False,0.9994310141,0.000568993
False,0.9994114041,0.0005885917
False,0.9989989996,0.0010010087
False,0.9995530844,0.0004469127
False,0.9914816618,0.0085183643
False,0.9953566194,0.0046434007
False,0.9993745089,0.0006254873
False,0.9993745089,0.0006254873
False,0.9993745089,0.0006254873
False,0.9993745089,0.0006254873
False,0.9987418056,0.0012582056
False,0.9898703694,0.0101296054
False,0.9909830093,0.0090169637
False,0.9896398783,0.0103601292
False,0.9914194942,0.0085804788
False,0.9902813435,0.0097186668
False,0.9196948409,0.0803051367
False,0.9950634837,0.004936513
False,0.988986969,0.011013018
False,0.9991656542,0.0008343621
False,0.9893624783,0.0106374966
False,0.9878179431,0.0121820625
False,0.9911125302,0.0088874549
False,0.9361844659,0.0638155341
False,0.9971637726,0.0028362323
False,0.9911859632,0.0088140275
False,0.9858765006,0.0141234873
False,0.9959081411,0.0040918356
False,0.992067039,0.0079329461
False,0.9973008037,0.002699184
False,0.9881700873,0.0118299136
False,0.9993662238,0.0006337863
False,0.9986872673,0.0013127585
False,0.996783793,0.0032161961
False,0.9884246588,0.0115753394
False,0.9898682833,0.0101317028
False,0.9914585352,0.0085414769
False,0.9887271523,0.0112728504
False,0.8101365566,0.1898634285
False,0.9899171591,0.0100828148
False,0.970677793,0.0293222107
False,0.9949110746,0.0050889524
False,0.9980589747,0.0019410421
False,0.9926913977,0.0073086293
False,0.9884413481,0.0115586584
False,0.9994012117,0.0005988053
False,0.9540420175,0.0459580049
False,0.9917281866,0.0082718423
False,0.9932433367,0.0067566852
False,0.9971845746,0.002815438
False,0.9976567626,0.0023432211
False,0.9915425181,0.0084574763
False,0.9871029258,0.0128970649
False,0.9990609288,0.0009390909
False,0.999270618,0.0007293681
False,0.9974340796,0.0025658926
False,0.9119110107,0.0880889893
False,0.9917150736,0.0082849516
False,0.7217366695,0.2782633603
False,0.9189853668,0.0810146183
False,0.9363457561,0.0636542365
False,0.8711029291,0.128897056
False,0.9904074669,0.0095925136
False,0.9898585081,0.0101414667
False,0.9982479811,0.0017519962
False,0.9781644344,0.0218355563
False,0.9890252352,0.0109747564
False,0.5915504694,0.4084495306
False,0.9968608022,0.0031392027
False,0.9990808368,0.0009191892
False,0.9990119338,0.0009880511
False,0.9991616607,0.0008383348
False,0.9920642972,0.0079357019
False,0.9991378188,0.0008621629
False,0.9992159605,0.0007840485
False,0.9993439317,0.0006560807
False,0.9986965656,0.0013034394
False,0.866784215,0.1332157701
False,0.9885767698,0.0114232413
False,0.9885149002,0.0114850709
False,0.9989928603,0.0010071186
False,0.999239862,0.0007601508
False,0.9994158745,0.0005841057
False,0.9989675879,0.0010323848
False,0.9870102406,0.0129897799
False,0.9993494749,0.0006505222
False,0.9975959063,0.0024040861
False,0.9993724227,0.0006275673
False,0.999360323,0.000639682
False,0.9994378686,0.0005621219
False,0.95769912,0.0423008911
False,0.9989503026,0.0010496718
False,0.9991071224,0.0008928539
False,0.9992400408,0.0007599702
False,0.9986581802,0.0013417957
False,0.9991159439,0.0008840427
False,0.9866881371,0.0133118723
False,0.9976325035,0.0023674776
False,0.9993321896,0.0006677849
False,0.9980083704,0.0019916287
False,0.9987460971,0.0012538937
False,0.9993783832,0.0006216004
False,0.9993783832,0.0006216004
False,0.9993783832,0.0006216004
False,0.991166532,0.0088334642
False,0.9995443821,0.0004556263
False,0.999250412,0.0007495594
False,0.9992064834,0.0007935201
False,0.9758744836,0.0241255388
False,0.6970410943,0.3029588759
False,0.989297092,0.0107029164
False,0.9986763,0.0013236714
False,0.9988145828,0.0011854193
False,0.9975947738,0.0024052034
False,0.9960891008,0.0039109113
False,0.9885887504,0.0114112645
False,0.9979411364,0.002058886
False,0.9993282557,0.0006717487
False,0.9888097048,0.0111903166
False,0.9782121181,0.0217878949
False,0.9884293675,0.0115706418
False,0.9993572235,0.0006427758
False,0.987167418,0.012832568
False,0.9992679358,0.0007320852
False,0.9892835617,0.0107164159
False,0.9916928411,0.0083071683
False,0.9922062755,0.0077937199
False,0.9992631078,0.0007368941
False,0.9989469051,0.0010531099
False,0.9991973639,0.0008026188
False,0.9993120432,0.0006879649
False,0.9927272201,0.0072727748
False,0.9983291626,0.0016708653
False,0.9820363522,0.0179636255
False,0.5140451193,0.4859548509
False,0.9977419376,0.0022580749
False,0.9919927716,0.0080072554
False,0.9938858151,0.0061142072
False,0.9989077449,0.0010922744
False,0.9990620613,0.0009379209
False,0.9968729615,0.0031270257
False,0.9987523556,0.0012476194
False,0.9984455109,0.0015545058
False,0.9990330338,0.000966975
False,0.9986944199,0.0013055792
False,0.9987796545,0.0012203413
False,0.9925878048,0.0074121859
False,0.9916465282,0.0083534559
False,0.9938791394,0.0061208527
True,0.1099545732,0.8900454044
False,0.9992768764,0.0007231483
False,0.9989901185,0.0010099075
False,0.9992592931,0.0007407338
False,0.9990775585,0.0009224642
False,0.9989901185,0.0010099075
False,0.9953801632,0.0046198643
False,0.9990798235,0.0009202039
False,0.9872173667,0.012782651
False,0.9869991541,0.0130008282
False,0.9993643165,0.0006356972
False,0.9981342554,0.0018657204
False,0.9922506213,0.0077493996
False,0.9988046885,0.0011953277
False,0.9969101548,0.0030898317
False,0.9953793287,0.004620695
False,0.898424983,0.101575017
True,0.0144543247,0.9855456948
False,0.9521008134,0.0478992015
False,0.9874719977,0.0125280283
False,0.9917138219,0.0082862042
False,0.9992308617,0.0007691202
False,0.9977862835,0.0022137337
False,0.9992466569,0.0007533167
False,0.9787278771,0.0212720949
False,0.9927378893,0.0072620879
False,0.7986260056,0.2013739645
False,0.9985574484,0.0014425359
False,0.9978670478,0.002132949
False,0.9772153497,0.022784669
False,0.9992576838,0.0007422878
False,0.9947077036,0.0052922764
False,0.9990716577,0.0009283391
False,0.9992533922,0.0007466155
False,0.9993453026,0.0006546889
False,0.9992853999,0.0007146158
False,0.9992976189,0.0007023783
False,0.9992651939,0.0007348208
False,0.999256134,0.0007438462
False,0.999256134,0.0007438462
False,0.999256134,0.0007438462
False,0.9992768168,0.0007231931
False,0.9661958218,0.0338042006
False,0.8941826224,0.105817385
False,0.9936000109,0.0063999868
False,0.9971874952,0.0028125255
False,0.9990055561,0.0009944171
False,0.9990844727,0.000915553
False,0.9916366339,0.0083633717
False,0.9992722869,0.0007277087
False,0.9991539121,0.0008461143
False,0.9990819097,0.0009181052
False,0.9915907979,0.0084092058
False,0.9993667603,0.0006332115
False,0.9990816116,0.0009183932
False,0.9975873232,0.0024126545
False,0.8741781116,0.1258219033
False,0.9522023797,0.0477976389
False,0.9995727539,0.000427267
False,0.9995936155,0.0004064103
False,0.9987453222,0.0012546489
False,0.9982200861,0.0017799156
False,0.9991981983,0.0008017946
False,0.9984444976,0.0015554797
False,0.9994343519,0.0005656608
False,0.9910240769,0.0089759491
False,0.999067843,0.0009321443
False,0.9888399839,0.0111600328
False,0.9990844131,0.0009155591
False,0.9971268773,0.0028731308
False,0.9992995858,0.0007004177
False,0.9882349372,0.0117650628
False,0.9905823469,0.0094176568
False,0.9886104465,0.0113895517
False,0.9990742803,0.0009257264
False,0.9995603561,0.00043965
False,0.9995599985,0.000440006
False,0.9995899796,0.0004100223
False,0.9988177419,0.0011822463
False,0.9989408255,0.0010591983
False,0.9986206889,0.0013793226
False,0.9993048906,0.000695121
False,0.9990069866,0.0009930157
False,0.9974746108,0.0025253703
False,0.9963863492,0.0036136538
False,0.9861470461,0.0138529325
False,0.9451221824,0.0548778102
False,0.9991118908,0.0008881126
False,0.9992431998,0.0007567804
False,0.9981634617,0.0018365417
False,0.9968670607,0.0031329598
False,0.9992400408,0.0007599702
False,0.9990576506,0.0009423529
False,0.9966086745,0.0033913003
False,0.9988680482,0.0011319573
False,0.9992287755,0.0007712232
False,0.9973145723,0.0026854565
False,0.9874222279,0.0125777954
False,0.998562634,0.0014373777
False,0.9987550378,0.001244975
False,0.9988085628,0.0011914562
False,0.9951274991,0.0048725246
False,0.9991155863,0.0008843977
False,0.991029799,0.0089701749
False,0.991361618,0.008638409
False,0.9992616177,0.00073838
False,0.9978728294,0.0021271431
False,0.9995429516,0.0004570498
False,0.9962716699,0.0037283103
False,0.9994584322,0.0005415747
False,0.9964978099,0.0035021699
False,0.9919192195,0.0080807805
False,0.9911258221,0.008874204
False,0.9990220666,0.0009779228
False,0.9989333153,0.0010666703
False,0.9433222413,0.0566777736
False,0.9986274242,0.0013725728
False,0.9879326224,0.0120674055
False,0.9897465706,0.0102534136
False,0.9995274544,0.0004725301
False,0.7663785815,0.2336214483
False,0.9985148311,0.0014851447
False,0.9709149003,0.0290850941
False,0.9994941354,0.000505856
False,0.9872196317,0.0127803888
False,0.962784946,0.0372150652
False,0.9826193452,0.0173806436
False,0.9994289875,0.0005709962
False,0.9916137457,0.0083862273
False,0.8244556785,0.1755443066
False,0.9906772375,0.0093227644
False,0.9975401163,0.0024598958
False,0.9938806891,0.0061192866
False,0.9889793992,0.0110206297
False,0.9994916916,0.0005083272
False,0.9985533357,0.0014466484
False,0.9991129637,0.0008870069
False,0.9995137453,0.0004862661
False,0.998056531,0.0019434666
False,0.9808337092,0.0191662777
False,0.9912688136,0.0087311724
False,0.9995411038,0.0004589109
False,0.9879932404,0.0120067382
False,0.9742672443,0.0257327445
False,0.9987694621,0.001230516
False,0.9890138507,0.0109861512
False,0.9985635877,0.0014364233
False,0.999019444,0.0009805739
False,0.999012053,0.0009879746
False,0.9993197918,0.000680204
False,0.9887515903,0.0112484246
False,0.9993470907,0.0006529007
False,0.9991278052,0.0008721972
False,0.9987450838,0.0012549282
False,0.991232574,0.0087674288
False,0.9994723201,0.0005276848
False,0.9991199374,0.000880092
False,0.9916269779,0.0083730211
False,0.9923966527,0.0076033291
False,0.9987475872,0.0012523999
False,0.9871740937,0.0128259053
False,0.9995599985,0.0004399793
False,0.99173522,0.0082647577
False,0.9497048855,0.0502950996
False,0.9987311959,0.0012687944
False,0.9855081439,0.0144918663
False,0.9959207177,0.0040793116
False,0.9993138313,0.0006861761
False,0.9909056425,0.0090943379
False,0.9913280606,0.008671958
False,0.6346752048,0.3653247952
False,0.9752578139,0.0247421674
False,0.9974771738,0.0025228492
False,0.9837206602,0.01627931
False,0.891287446,0.1087125316
True,0.3829916716,0.6170083284
False,0.999412775,0.0005872389
False,0.998878479,0.0011215309
False,0.9988502264,0.0011497801
False,0.9905876517,0.009412325
False,0.9965388179,0.0034611865
False,0.9988565445,0.0011434738
False,0.9966721535,0.0033278223
False,0.9885481,0.0114518935
False,0.9896081686,0.0103918174
False,0.9869608283,0.0130391801
False,0.9781851172,0.0218148865
False,0.998750329,0.0012496978
False,0.999194324,0.0008056638
False,0.9954003692,0.0045996429
False,0.9989588261,0.0010411991
False,0.9973714352,0.0026285478
False,0.999382019,0.0006179871
False,0.9994115829,0.0005884079
False,0.9988756776,0.0011243467
False,0.9993391037,0.0006608772
False,0.9985865355,0.001413438
False,0.9988529682,0.0011470388
False,0.9987132549,0.0012867573
False,0.9989370108,0.0010630102
False,0.999284029,0.0007159579
False,0.9883999228,0.0116000716
False,0.9863746166,0.0136253834
False,0.9990456104,0.0009543608
False,0.9988113642,0.0011886496
False,0.9967365861,0.003263429
False,0.9993867278,0.0006132587
False,0.9912848473,0.0087151462
False,0.999268651,0.0007313698
False,0.9995176792,0.0004823385
False,0.9993138313,0.0006861437
False,0.9913625121,0.0086374916
False,0.9982456565,0.0017543292
False,0.9985687733,0.0014312322
False,0.9871582389,0.0128417416
False,0.9990792871,0.000920698
False,0.9991858602,0.0008141408
False,0.995526433,0.0044735526
False,0.9956113696,0.0043886118
False,0.9985122681,0.0014877393
False,0.9865683317,0.0134316916
False,0.9994464517,0.0005535287
False,0.9863601327,0.0136398412
False,0.9898349047,0.0101650851
False,0.9956387281,0.0043612705
False,0.9990284443,0.0009715293
False,0.9993675947,0.0006323837
False,0.9992477298,0.000752244
False,0.9874814749,0.0125185037
False,0.988019824,0.0119801648
False,0.9985185862,0.0014813939
False,0.9972435832,0.0027564319
False,0.9988725185,0.0011274959
False,0.9994537234,0.0005462589
False,0.9315587282,0.068441242
False,0.9988656044,0.0011343814
False,0.9686737657,0.0313262567
False,0.9991226792,0.0008773014
False,0.9993183017,0.0006817218
False,0.9993243217,0.0006756554
False,0.9990828037,0.0009172111
False,0.9989620447,0.0010379838
False,0.9935925007,0.0064075133
False,0.997528255,0.0024717464
False,0.9805058837,0.0194941405
False,0.9958313107,0.0041687046
False,0.9989159107,0.0010840927
False,0.9990584254,0.0009415554
False,0.9983710051,0.0016290108
False,0.9917756319,0.0082243774
False,0.9992938042,0.0007061735
False,0.9879135489,0.0120864464
False,0.9903281927,0.0096718185
False,0.9884186387,0.0115813417
False,0.9929645061,0.007035492
False,0.9988826513,0.00111737
False,0.9888617992,0.0111381775
False,0.9466101527,0.0533898622
False,0.9870659709,0.0129340086
False,0.991802156,0.008197871
False,0.9991946816,0.0008053125
False,0.9799882174,0.0200118087
False,0.9883517027,0.0116483197
False,0.9876653552,0.0123346336
False,0.9906731248,0.0093268706
False,0.9836702347,0.0163297728
False,0.9763191342,0.0236808602
False,0.9986242056,0.0013757896
False,0.9993049502,0.000695052
False,0.9982627034,0.0017373024
False,0.9984775186,0.001522491
False,0.9994464517,0.0005535287
False,0.9893925786,0.0106073953
False,0.9868997335,0.0131002935
False,0.9871205091,0.0128794899
False,0.9991816878,0.0008182886
False,0.9910674691,0.0089325514
False,0.9926509261,0.0073491004
False,0.9994779229,0.0005220884
False,0.9994942546,0.0005057212
True,0.2127479017,0.7872521281
False,0.9994942546,0.0005057212
False,0.9988572001,0.0011428011
False,0.9267270565,0.0732729658
False,0.9875680804,0.0124319373
False,0.9932776093,0.0067224158
False,0.8596876264,0.1403123438
False,0.9992938638,0.0007061504
False,0.9419180155,0.0580819659
False,0.9994902611,0.0005097452
False,0.9992923737,0.0007076306
False,0.9993630648,0.0006369522
False,0.9992996454,0.0007003768
False,0.9925617576,0.0074382685
False,0.9992773533,0.000722623
False,0.9989193082,0.0010806646
False,0.9992917776,0.0007082123
False,0.9563001394,0.0436998494
False,0.819192946,0.1808070689
False,0.9994337559,0.0005662328
False,0.9285635948,0.0714363828
False,0.9913465977,0.0086534247
False,0.9958933592,0.0041066422
False,0.9991623163,0.0008376652
False,0.9994782805,0.0005217092
False,0.9993329644,0.0006670247
False,0.9985635281,0.0014364832
False,0.9988572001,0.0011428011
False,0.9988572001,0.0011428011
False,0.9537354708,0.0462645441
False,0.9993981123,0.0006019128
False,0.9993702769,0.0006297521
False,0.9975495338,0.0024504724
False,0.9994863272,0.000513665
False,0.998765111,0.0012348788
False,0.9991570115,0.0008430117
False,0.9900527596,0.0099472571
False,0.998575449,0.0014245391
False,0.999575913,0.0004240783
False,0.9869608283,0.0130391801
False,0.9986433983,0.0013566095
False,0.9964202642,0.003579729
False,0.9917929769,0.0082070045
False,0.9984913468,0.0015086517
False,0.9992122054,0.0007878208
False,0.9993761182,0.0006239052
False,0.9993705153,0.0006294822
False,0.9980020523,0.0019979512
False,0.9971914291,0.0028085574
False,0.9990662336,0.0009337729
False,0.8703902364,0.1296097338
False,0.9567429423,0.0432570688
False,0.9991297722,0.0008701994
False,0.9990714788,0.0009285115
False,0.9975225329,0.0024774817
False,0.9993641376,0.0006358789
False,0.9988207221,0.0011792507
False,0.9990752935,0.0009247215
False,0.9861530662,0.0138469366
False,0.9955364466,0.0044635632
False,0.9811291695,0.0188708119
False,0.9918204546,0.008179564
False,0.9948359728,0.0051640286
False,0.99041605,0.0095839398
False,0.9989159107,0.001084106
False,0.9993302226,0.0006698032
False,0.997623682,0.0023763163
False,0.9876719713,0.0123280063
False,0.991710186,0.0082898289
False,0.999484539,0.0005154333
False,0.9962764978,0.003723497
False,0.99791646,0.0020835618
False,0.999301672,0.0006983034
False,0.9462111592,0.0537888333
False,0.997194469,0.0028055157
False,0.9892321825,0.0107678203
False,0.9883972406,0.0116027435
False,0.9995293021,0.0004706895
False,0.9985632896,0.0014367194
False,0.9882416725,0.0117583517
False,0.9995009899,0.0004989875
False,0.9989393353,0.0010606459
False,0.9924888015,0.0075111925
False,0.9994470477,0.0005529292
False,0.9973692298,0.0026307576
False,0.9960886836,0.0039113122
False,0.9932792783,0.0067207264
False,0.9993703365,0.0006296626
False,0.9994909167,0.0005090858
False,0.999065578,0.0009344412
False,0.9986152649,0.001384732
False,0.9897349477,0.01026507
False,0.6637018323,0.3362981379
False,0.9994949698,0.0005050499
False,0.9990536571,0.0009463312
False,0.9977475405,0.0022524539
False,0.9978654385,0.0021345813
False,0.9552625418,0.0447374731
False,0.9910904765,0.0089094965
False,0.9976984859,0.0023015153
False,0.999108851,0.0008911332
False,0.9992694259,0.0007305583
False,0.9990076423,0.0009923461
False,0.9887740612,0.0112259425
False,0.9994294047,0.000570586
False,0.9986014366,0.0013985861
False,0.9949942231,0.0050057881
False,0.9984930158,0.0015070012
False,0.9992996454,0.0007003293
False,0.9928345084,0.0071654832
False,0.9892724752,0.0107274959
False,0.9965575337,0.0034424369
False,0.9991688132,0.0008311681
False,0.9992996454,0.0007003293
