followers,likes,publisher,url
0,0,Hindu Business Line,0
0,0,News24 Nigeria,0
0,0,Driving,0
0,0,WGN Radio,0
0,0,thejournal.ie,0
0,0,Sabah Daily Express,0
0,0,Daily Signal,0
0,0,Frost Illustrated,0
0,0,The Escapist,0
0,0,ACTmedia,0
0,0,voiceofdetroit,0
0,0,The Libertarian Republic,0
0,0,The Mckeesport Daily News,0
0,0,San Antonio Express-News,0
0,0,KFGO,0
0,0,InvestorIdeas.com (press release),0
0,0,Manchester Evening News,0
0,0,Foster's Daily Democrat,0
0,0,RoadandTrack.com,0
0,0,Sputnik US,0
0,0,University of Delaware Review,0
0,0,Latin Post,0
0,0,Kyiv Post,0
0,0,The Republic,0
0,0,RU Daily Targum,0
0,0,The Temple News,0
0,0,The Local.se,0
0,0,KEVN Black Hills Fox,0
0,0,Frome Times,0
0,0,WXIX,0
0,0,BÌ´åÌ´åo DÌ´åÌ´ån Vit,0
0,0,PSX Extreme,0
0,0,FinancialSpots.com,0
0,0,Gulf Times,0
0,0,AFP via Yahoo! New Zealand News,0
0,0,Technical.ly Philly,0
0,0,The Daily Reckoning,0
0,0,Bangladesh News 24 hours,0
0,0,Sportsnet.ca,0
0,0,Kennebec Journal & Morning Sentinel,0
0,0,The Muslim News,0
0,0,The Daily World,0
0,0,Pew Research Center for the People and the Press,0
0,0,"KTVA.com - Anchorage, Alaska",0
0,0,Valdosta Daily Times,0
0,0,Business Insider via Yahoo! Finance India,0
0,0,La Crosse Tribune,0
0,0,MINING.com,0
0,0,IEEE Spectrum,0
0,0,NFL.com,0
0,0,The Arctic Journal,0
0,0,SpaceDaily,0
0,0,GameSpot via Yahoo! News,0
0,0,TheWrap,0
0,0,Institutional Investor,0
0,0,WLBZ2.com,0
0,0,Rapid City Journal,0
0,0,PEOPLE StyleWatch,0
0,0,haveeruonline,0
0,0,MENAFN.COM,0
0,0,The State News,0
0,0,WDSU New Orleans,0
0,0,Lexology (registration),0
0,0,Yahoo Travel,0
0,0,Huron Daily Tribune,0
0,0,Gainesville Times,0
0,0,Herald & Review,0
0,0,TradingFloor.com,0
0,0,Pulse Headlines,0
0,0,WKYT,0
0,0,ISM,0
0,0,Russia and India Report,0
0,0,Dominican Today,0
0,0,St. Cloud Times,0
0,0,Channelnomics EU (registration),0
0,0,Kilgore News Herald,0
0,0,MarketPulse (blog),0
0,0,Capital FM Kenya (press release) (blog),0
0,0,Houston Public Media,0
0,0,Catholic Herald,0
0,0,Sojourners,0
0,0,Crave Online,0
0,0, ,0
0,0,Finance and Commerce,0
0,0,Peru this Week,0
0,0,ETF.com via Yahoo! Finance,0
0,0,Houma Courier,0
0,0,Associated Press via Yahoo! Philippines Sports,0
0,0,Irish Times,0
0,0,ABC15 Arizona,0
0,0,Perez Hilton,0
0,0,Bisnow,0
0,0,WKOW,0
0,0,Idaho State Journal,0
0,0,SECcountry.com,0
0,0,Institute for Defence Studies and Analyses,0
0,0,Memphis Business Journal (blog),0
0,0,US News & World Report,0
0,0,Virginia Gazette,0
0,0,Hardware Secrets,0
0,0,www.kingstonregion.com/,0
0,0,FG Insight,0
0,0,Technical.ly,0
0,0,New Jersey Herald,0
0,0,Tech Times,0
0,0,autoevolution,0
0,0,Wamda,0
0,0,Philly.com,0
0,0,Wyoming Tribune,0
0,0,Yahoo Health,0
0,0,Asian Correspondent,0
0,0,In-Cyprus (press release) (subscription) (blog),0
0,0,The UCSD Guardian Online,0
0,0,World Highways,0
0,0,Progress.org (blog),0
0,0,PR Web (press release),0
0,0,NBC 7 San Diego,0
0,0,Shropshire Star,0
0,0,News 24 South Africa,0
0,0,Politicsweb,0
0,0,GlobalPost,0
0,0,The Express Tribune (blog),0
0,0,19 Action News Cleveland,0
0,0,Newschannel 6 Wichita Falls,0
0,0,Central Chronicle,0
0,0,Gympie Times,0
0,0,The College Fix,0
0,0,Marquette Wire,0
0,0,Rockhampton Morning Bulletin,0
0,0,Bloomberg via Yahoo! New Zealand Finance,0
0,0,ESPN Blogs,0
0,0,The Queensland Times,0
0,0,getwestlondon,0
0,0,The Kingston Whig-Standard,0
0,0,L.A. Biz,0
0,0,WXYZ,0
0,0,PhotographyBLOG (blog),0
0,0,KUT,0
0,0,Gotta Be Mobile,0
0,0,Kearney Hub,0
0,0,Motley Fool,0
0,0,The Fresno Bee,0
0,0,FierceCIO,0
0,0,PhoneDog,0
0,0,"David Curry, Digital Trends via Yahoo! News",0
0,0,The Australian (subscription) (blog),0
0,0,CAPA - Centre for Aviation,0
0,0,TakePart.com via Yahoo! News,0
0,0,Vera Files,0
0,0,MÌ´åÌ´åtro MontrÌ´åÌ´åal,0
0,0,PR Newswire via Yahoo! Finance,0
0,0,The Guardian (blog),0
0,0,Bob Sullivan.net,0
0,0,Daily Northwestern,0
0,0,Department of Defense,0
0,0,Waste Management World,0
0,0,Triad Business Journal (blog),0
0,0,Ocala,0
0,0,CKNW News Talk 980,0
0,0,Emergency Management (blog),0
0,0,CainTV,0
0,0,WCCFtech (blog),0
0,0,Leek Post & Times,0
0,0,The Daily Cougar,0
0,0,Black Agenda Report,0
0,0,The Gadsden Times,0
0,0,SCOTUSblog (blog),0
0,0,Gamespresso,0
0,0,Counsel & Heal,0
0,0,International Paralymic Committee,0
0,0,Mondoweiss,0
0,0,EUROPP - European Politics and Policy (blog),0
0,0,ZimEye - Zimbabwe News,0
0,0,Business Wire (press release),0
0,0,PC Tech Magazine,0
0,0,The Daily Herald (press release),0
0,0,Recorderpost.com (satire) (registration) (blog),0
0,0,Democracy Now!,0
0,0,HUH.,0
0,0,Laptop Mag,0
0,0,WPTZ The Champlain Valley,0
0,0,EMQ,0
0,0,KSHB-TV Kansas City,0
0,0,African Manager (press release) (registration) (blog),0
0,0,CoAssets via Yahoo! Singapore News,0
0,0,Concord Transcript,0
0,0,The Fiscal Times via Yahoo! Finance,0
0,0,Technology Review,0
0,0,EE Times Asia,0
0,0,Calcutta Telegraph,0
0,0,WTOC 11 Savannah,0
0,0,Federal Times,0
0,0,ABS CBN News,0
0,0,Live Science,0
0,0,The Buffalo News,0
0,0,The Daily Progress,0
0,0,Screen International,0
0,0,The Gilmer Mirror,0
0,0,Montserrat Reporter,0
0,0,KRDO Colorado Springs,0
0,0,Jacaranda FM,0
0,0,Wicked Local,0
0,0,TASS,0
0,0,Indianapolis Business Journal (blog),0
0,0,Sioux Falls Argus Leader,0
0,0,Citizens Voice,0
0,0,CTV Montreal News,0
